(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,thecap,labeled_at,general notes (thecap),population notes (thecap),intervention/comparator notes (thecap),outcome notes (thecap)
40690769,http://dx.doi.org/10,0,"2D materials; black phosphorus quantum dots; mineralization route; microwave-assisted technology; crystal disintegration","Black phosphorus quantum dots (BPQDs) have recently obtained great attention due to their high mobility and tunable bandgap features, which are beneficial for their potential application in photoelectronic devices. However, a precise synthesis of high-quality BPQDs is still a great challenge owing to the formation of an impurity phase when employing traditional methods. Herein, we demonstrate the scalable fabrication of BPQDs from mineralization-derived bulk black phosphorus (BP) single crystals by means of a microwave (MW)-assisted liquid-phase exfoliation method in ethanol. The primary results demonstrate that ethanol plays a crucial role in determining the final properties of BPQDs, such as their excellent tolerance to oxygen, good crystallinity, and uniform size. Furthermore, the mechanism behind the formation of BPQDs is proposed, revealing that a layer-by-layer disintegration process of bulk BP crystals under microwave-energy stimuli is responsible. This work may provide a novel path for the further development of BPQDs and corresponding devices.","High-Quality Black Phosphorus Quantum Dots Fabricated via Microwave-Tailored Technology","MDPI","Du and  KX; Yang and  W; Deng and  SK; Li and  XM; Yang and  PZ","",o,,-1,2024-03-31 20:35:02,,,,
40690770,http://dx.doi.org/10,0,"IMPROVED LUMINESCENCE EFFICIENCY; TEMPERATURE; PHOTOLUMINESCENCE; LASERS; NITROGEN; BEHAVIOR; ORIGIN; DIODES; RANGE","High structural and optical quality 1.3 mu m GaInNAs/GaAs quantum well (QW) samples with higher (42.5%) indium content were successfully grown by molecular-beam epitaxy. The cross-sectional transmission electron microscopy measurements reveal that there are no structural defects in such high indium content QWs. The room-temperature photoluminescence peak intensity of the GaIn0.425NAs/GaAs (6 nm/20 nm) 3QW is higher than, and the full width at half maximum is comparable to, that of In0.425GaAs/GaAs 3QW, indicating improved optical quality caused by strain compensation effect of introducing N to the high indium content InGaAs epilayer. (C) 2005 American Institute of Physics.","High structural and optical quality 1.3 ??m GaInNAs/GaAs quantum wells with higher indium content grown by molecular-beam expitaxy -: art. no. 161911","AMER INST PHYSICS","Zhang and  SY; Niu and  ZC; Ni and  HQ; Wu and  DH; He and  ZH; Sun and  Z; Han and  Q; Wu and  RH","",o,,-1,2024-03-31 20:35:08,,,,
40690771,http://dx.doi.org/10,0,"black phosphorus quantum dots; crystal quality; device thermal stability; perovskite solar cells; trap suppression","Crystallinity and trap-state density of a perovskite film play a critical role in the performance of corresponding perovskite solar cells (PVSCs). Herein, liquid-phase-exfoliated black phosphorus quantum dots (BPQDs) are incorporated into the perovskite precursor solution as additives to direct the formation of the perovskite film, i.e., methylammonium lead iodide (MAPbI(3)). It is found that the perovskite films made with BPQDs have higher crystallinity and less nonradiative detects compared with the pristine ones, leading to longer carrier lifetime and higher carrier collection efficiency. Time-of-flight secondary-ion mass spectra and surface density calculation of BPQDs reveal that the improvement of the perovskite film quality may be related to the heterogeneous nucleation of the perovskite film at the BPQDs. PVSCs using MAPbI(3) films made with BPQDs achieve a maximum power conversion efficiency of 20.0% and an encouraging thermal stability of T-80 = 100 h at 100 degrees C. Both values are remarkably higher than the devices with pristine perovskite films. Therefore, this work demonstrates the potential of the 2D materials quantum dots-assisted growth method for high-performance PVSCs.","Black Phosphorus Quantum Dots Induced High-Quality Perovskite Film for Efficient and Thermally Stable Planar Perovskite Solar Cells","WILEY-V C H VERLAG GMBH","Yang and  WT; Chen and  JH; Lian and  XM; Li and  J; Yao and  FF; Wu and  G; Qiu and  WM; Jin and  CH; Heremans and  P; Chen and  HZ","",o,,-1,2024-03-31 20:35:13,,,,
40690772,http://dx.doi.org/10,0,"III-V on Si; droplet epitaxy; quantum dots; thermal budget","We report on the growth and optical characterization by macro and micro photoluminescence measurements of high optical quality GaAs quantum nanostructures grown by droplet epitaxy on Ge and Si substrates. The quantum nanostructures show optical performances comparable to those achievable with the most advanced realized on GaAs substrates. The adopted growth procedures show also the possibility to fabricate the active layer maintaining a low thermal budget compatible with back-end integration of the fabricated materials on integrated circuits. We demonstrate the possibility to embed GaAs nanostructured devices such as intersubband detectors and single quantum emitters on Si substrates. (C) 2011 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","High quality GaAs quantum nanostructures grown by droplet epitaxy on Ge and Ge-on-Si substrates","WILEY-V C H VERLAG GMBH","Bietti and  S; Cavigli and  L; Abbarchi and  M; Vinattieri and  A; Gurioli and  M; Fedorov and  A; Cecchi and  S; Isa and  F; Isella and  G; Sanguinetti and  S","",o,,-1,2024-03-31 20:35:16,,,,
40690773,http://dx.doi.org/10,0,"Perovskite solar cell; MXene quantum dot; Power conversion efficiency; Charge transport; Defect density; Nonradiative recombination","Recently, two-dimensional (2D) transition metal carbides/nitrides (MXenes) find applications in perovskite solar cells (PSCs), due to their high conductivity, tunable electronic structures, and rich surface chemistry, etc. However, the integration of 2D MXenes into PSCs is limited by their large lateral sizes and relatively-small surface volume ratios, and the roles of MXenes in PSCs are still ambiguous. In this paper, zero-dimensional (0D) MXene quantum dots (MQDs) with an average size of 2.7 nm are obtained through clipping step by step combining a chemical etching and a hydrothermal reaction, which display rich terminals (i.e.,-F, -OH,-O) and unique optical properties. The 0D MQDs incorporated into SnO2 electron transport layers (ETLs) of PSCs exhibit multifunction: 1) increasing the electrical conductivity of SnO2, 2) promoting better alignments of energy band positions at the perovskite/ETL interface, 3) improving the film quality of atop polycrystalline perovskite. Particularly, the MQDs not only tightly bond with the Sn atom for decreasing the defects of SnO2, but also interact with the Pb2+ of perovskite. As a result, the defect density of PSCs is significantly decreased from 5.21 x 1021 to 6.4 x 1020 cm-3, leading to enhanced charge transport and reduced nonradiative recombination.Furthermore, the power conversion efficiency (PCE) of PSCs is substantially improved from 17.44% to 21.63% using the MQDs-SnO2 hybrid ETL compared with the SnO2 ETL. Besides, the stability of the MQDs-SnO2-based PSC is greatly enhanced, with only-4% degradation of the initial PCE after storage in ambient condition (25 degrees C, RH: 30-40%) for 1128 h, as compared to that of the reference device with a rapid degradation of-60% of initial PCE after 460 h. And MQDs-SnO2-based PSC also presents higher thermal stability than SnO2-based device with continuous heating for 248 h at 85 degrees C. The unique MQDs exhibited in this work might also find other exciting applications such as light-emitting diodes, photodetectors, and fluorescent probes.","Multi-functional MXene quantum dots enhance the quality of perovskite polycrystalline films and charge transport for solar cells","ACADEMIC PRESS INC ELSEVIER SCIENCE","Nie and  JL; Niu and  BQ; Wang and  YJ; He and  Z; Zhang and  XM; Zheng and  HH; Lei and  YM; Zhong and  P; Ma and  XH","",o,,-1,2024-03-31 20:35:22,,,,
40690774,http://dx.doi.org/10,0,"dislocations; etching; gallium arsenide; III-V semiconductors; indium compounds; molecular beam epitaxial growth; nanolithography; passivation; photoluminescence; planarisation; semiconductor growth; semiconductor quantum dots; spectral line intensity","Optically active, highly uniform, cylindrical InGaAs quantum dot (QD) arrays have been fabricated using nanosphere lithography combined with Bromine ion-beam-assisted etching and molecular beam epitaxy (MBE)-assisted GaAs mass transport. Previously fabricated QD nanopillar arrays showed significant degradation of optical properties due to the etch damage. Here, a novel mass transport process in a Riber 3200 was performed to encapsulate the lithographically defined InGaAs disk QDs in a GaAs matrix, resulting in the passivation of the etch-damaged QD sidewall layer. Photoluminescence emission intensity following the mass transport process increased by a magnitude of 4-10 as compared to that from unprocessed nanopillar sample. In addition, a PL peak energy redshift was observed after mass transport, presumably due to the decrease in the lateral barrier potential from vacuum to GaAs, as well as the elimination of the depletion layer. Furthermore, the mass transport process in the high vacuum MBE environment enables GaAs overgrowth with few defects and dislocations following mass transport for surface planarization. PL emission intensity increased by an additional factor of 4 following GaAs overgrowth, bringing the QD intensity to 1/2 of that of the original single quantum well. Thus, the potential of the MBE-assisted mass transport process has been demonstrated to fabricate high optical quality InGaAs quantum dots encapsulated in a GaAs matrix for device applications. (C) 2010 American Vacuum Society. [DOI: 10.1116/1.3273941]","High-optical-quality nanosphere lithographically formed InGaAs quantum dots using molecular beam epitaxy assisted GaAs mass transport and overgrowth","A V S AMER INST PHYSICS","Qian and  XF; Vangala and  S; Wasserman and  D; Goodhue and  WD","",o,,-1,2024-03-31 20:35:26,,,,
40690775,http://dx.doi.org/10,0,"ADHESION LAYER; OPTICAL-PROPERTIES; METAL PARTICLES; GOLD NANORODS; SURFACE; LINEWIDTH; TI; SPECTROSCOPY; DEPENDENCE; DYNAMICS","Plasmonic cavities (PCs) made of metallic nanostructures can concentrate electromagnetic radiation into an ultrasmall volume, where it might strongly interact with quantum emitters. In recent years, there has been much interest in studying such a strong coupling in the limit of single emitters. However, the lossy nature of PCs, reflected in their broad spectra, limits their quality factors and hence their performance as cavities. Here, we study the effect of the adhesion layer used in the fabrication of metal nanostructures on the spectral linewidths of bowtie-structured PCs. Using dark-field microspectroscopy, as well as electron energy loss spectroscopy, it is found that a reduction in the thickness of the chromium adhesion layer we use from 3 nm to 0.1 nm decreases the linewidths of both bright and dark plasmonic modes. We further show that it is possible to fabricate bowtie PCs without any adhesion layer, in which case the linewidth may be narrowed by as much as a factor of 2. Linewidth reduction increases the quality factor of these PCs accordingly, and it is shown to facilitate reaching the strong-coupling regime with semiconductor quantum dots.","Improving the quality factors of plasmonic silver cavities for strong coupling with quantum emitters","AIP Publishing","Bitton and  O; Gupta and  SN; Cao and  Y; Vaskevich and  A; Houben and  L; Yelin and  T; Haran and  G","",o,,-1,2024-03-31 20:35:34,,,,
40690776,http://dx.doi.org/10,0,"","THz imaging plays an important role in astronomy, atmospheric remote sensing and biological identification. Improvement of imaging quality is of great significance to the application of terahertz imaging system. In this paper, on the basis of quantum probability statistics, an image enhancement method for improving terahertz imaging quality is proposed. Experimental results show that this method takes account of both global and local image information, and improves the quality of terahertz image effectively.","Quantum Probability Theory Applied to Improve Terahertz Imaging Quality","IEEE","Lin and  XL; Zhang and  Z; Zhang and  JB; Dai and  ZM","",o,,-1,2024-03-31 20:35:53,,,,
40690777,http://dx.doi.org/10,0,"","We present a comparative study of numerical simulations and experiments on the spatiotemporal dynamics and emission characteristics of quantum-well and quantum-dot lasers of identical structure. They show that, in the quantum-dot laser, the strong localization of carrier inversion and the small amplitude-phase coupling enable a significant improvement of beam quality compared to quantum-well lasers of identical geometry. Near-field profiles and beam quality (M-2) parameters calculated on the basis of time-dependent effective Maxwell-Bloch equations into which the physical properties of the active media are included via space-dependent material parameters, effective time constants, and matrix elements are fully confirmed by experimental measurements. Together they indicate that, in the quantum-dot laser, the strong localization of carrier inversion and the small amplitude-phase coupling enable a significant improvement of beam quality compared with quantum-well lasers of identical geometry. (C) 2004 American Institute of Physics.","Dynamic filamentation and beam quality of quantum-dot lasers","AMER INST PHYSICS","Gehrig and  E; Hess and  O; Ribbat and  C; Sellin and  RL; Bimberg and  D","",o,,-1,2024-03-31 20:35:55,,,,
40690778,http://dx.doi.org/10,0,"Ge substrate; InGaAs/GaAs quantum well; molecular beam epitaxy","Molecular beam epitaxy growth of an InxGa1-xAs/GaAs quantum well (QW) structure (x equals to 0.17 or 0.3) on offcut (100) Ge substrate has been investigated. The samples were characterized by atomic force microscopy, photoluminescence (PL), and high resolution transmission electron microscopy. High temperature annealing of the Ge substrate is necessary to grow GaAs buffer layer without anti-phase domains. During the subsequent growth of the GaAs buffer layer and an InxGa1-xAs/GaAs QW structure, temperature plays a key role. The mechanism by which temperature influences the material quality is discussed. High quality InxGa1-xAs/GaAs QW structure samples on Ge substrate with high PL intensity, narrow PL linewidth and flat surface morphology have been achieved by optimizing growth temperatures. Our results show promising device applications for III-V compound semiconductor materials grown on Ge substrates.","Influence of growth temperatures on the quality of InGaAs/GaAs quantum well structure grown on Ge substrate by molecular beam epitaxy","IOP PUBLISHING LTD","He and  JF; Shang and  XJ; Li and  MF; Zhu and  Y; Chang and  XY; Ni and  HQ; Xu and  YQ; Niu and  ZC","",o,,-1,2024-03-31 20:36:01,,,,
40690779,http://dx.doi.org/10,0,"Photoluminescence; Molecular beam epitaxy; Nitrides","We report on the advances in quality and uniformity of GaN layers and (Al,Ga)N/GaN quantum wells grown by molecular beam epitaxy using a nitrogen plasma source. The first purpose of this work is to highlight that radio frequency plasma cell is a well-proven nitrogen source to achieve, on 2 inch wafers, III-nitrides heterostructures with both crystalline quality and optical properties consistent with the state of the art. Preliminary studies demonstrate consistently uniform properties in terms of both barrier composition and photoluminescence energy peaks across the wafer. (C) 2008 Published by Elsevier B.V.","Advances in quality and uniformity of (Al,Ga)N/GaN quantum wells grown by molecular beam epitaxy with plasma source","ELSEVIER SCIENCE BV","Natali and  F; Cordier and  Y; Chaix and  C; Bouchaib and  P","",o,,-1,2024-03-31 20:36:05,,,,
40690780,https%3A%2F%2Fwww.we,0,"semiconductor lasers; high power; electrical noise; correlation","The low frequency electrical noise and electric derivative (IdV/dI-I) are measured at different conditions. The correlation between the noise and device quality is discussed, the results indicate that the low frequency electrical noise of 808nm high power semiconductor laser is mainly 1/f noise and has good relation with device quality.","The correlation between the low frequency electrical noise of high power quantum well lasers and device quality","SPIE-INT SOC OPTICAL ENGINEERING","Hu and  GJ; Shi and  JW; Zhang and  SM; Lu and  Y; Qi and  LY; Li and  HY; Zhang and  FG","",o,,-1,2024-03-31 20:36:10,,,,
40690781,http://dx.doi.org/10,0,"antiphase boundaries; gallium arsenide; III-V semiconductors; indium compounds; MOCVD; photoluminescence; semiconductor growth; semiconductor quantum dots; surface roughness","We report the growth of self-assembled InAs/GaAs quantum dots (QDs) on germanium-on-insulator-on-silicon (GeOI) substrate by metal organic chemical vapor deposition. We demonstrate that the introduction of a single QD layer can act as an anti-phase-domain filter resulting in GaAs/GeOI layers with high structural quality and low surface roughness. High density (4x10(10) cm(-2)) QDs were obtained with emission at 1.3 mu m, narrow peak linewidth (33 meV), and identical photoluminescence intensity at room temperature similar to QDs obtained on conventional GaAs substrate. These results show the feasibility of the GeOI platform for the monolithic integration of QD-based lasers on silicon.","Growth of InAs/GaAs quantum dots on germanium-on-insulator-on-silicon (GeOI) substrate with high optical quality at room temperature in the 1.3 ??m band","AMER INST PHYSICS","Bordel and  D; Guimard and  D; Rajesh and  M; Nishioka and  M; Augendre and  E; Clavelier and  L; Arakawa and  Y","",o,,-1,2024-03-31 20:36:12,,,,
40690782,http://dx.doi.org/10,0,"size selection; electrochemiluminescence; photocatalysis; quantum dots; I-III-VI","Quantum dots (QDs) represent one of the most promising photocatalytic systems for solar hydrogen production. Tremendous works have been devoted to the design of QDs photocatalysts, but their further development is limited by the unwanted mix of high- and low-quality QDs with different activities. With multinary Ag-In-Zn-S (AIZS) QDs as an example, here, we present a simple method for the extraction and screening of efficient photo catalysts by combination of gradient centrifugation and electro-chemiluminescence (ECL). With controllable introduction of poor solvent, the crude QDs were separated into five individual samples by gradient centrifugation, from which ECL tests were performed to get the surface state information for photocatalyst screening. By the combination of size-selective centrifugation and ECL screening, we were able to get the high-activity component (AIZS-#4), which achieved 1.68 mmol.g(-1)h(-1), 6 times higher than that of the initial AIZS QDs. This work provides an alternative useful pathway for obtaining high-quality QD photocatalysts, beyond pursuing of perfect synthetic conditions.","Extraction of High-Quality Quantum Dot Photocatalysts via Combination of Size Selection and Electrochemiluminescence","AMER CHEMICAL SOC","Cao and  WJ; Qin and  YL; Huang and  H; Mao and  BD; Liu and  YH; Kang and  ZH","",o,,-1,2024-03-31 20:36:18,,,,
40690783,http://dx.doi.org/10,0,"ORBITAL ANGULAR-MOMENTUM; VECTOR BEAMS; LIGHT-BEAMS; INFORMATION; SECURITY; FIBER","Quantum key distribution (QKD) guarantees the secure communication between legitimate parties with quantum mechanics. High-dimensional QKD (HDQKD) not only increases the secret key rate but also tolerates higher quantum bit error rate (QBER). Many HDQKD experiments have been realized by utilizing orbital-angular-momentum (OAM) photons as the degree of freedom (DOF) of OAM of the photon is a prospective resource for HD quantum information. In this work, we propose that a high-quality HDQKD based on polarization-OAM hybrid states can be realized by utilizing state mapping between different DOFs and we characterize this HDQKD. Both the preparation and measurement procedures of the proofof- principle verification experiment are simple and stable. Our experiment verifies that a 0.60% +/- 0.06% QBER and a 1.849 +/- 0.008-bit secret key rate per sifted signal can be achieved for a four-dimensional QKD with the weak coherent light source and decoy state method.","Characterizing High-Quality High-Dimensional Quantum Key Distribution by State Mapping Between Different Degrees of Freedom","AMER PHYSICAL SOC","Wang and  FX; Chen and  W; Yin and  ZQ; Wang and  S; Guo and  GC; Han and  ZF","",o,,-1,2024-03-31 20:36:22,,,,
40690784,http://dx.doi.org/10,0,"","In this paper, we have fabricated two quantum random number generators (QRNGs) based on different mechanisms. The first one is based on the photon time of arrival and produces high-quality random numbers without the need for post-processing but using expensive equipment. The second one is based on the tunneling effect in a Zener diode and produces random strings with comparable quality but using low-cost equipment. We then evaluated the random sequences from these QRNGs using a set of statistical tests and showed that they are suitable for special applications such as quantum technologies.","Fabrication and evaluation of high-quality and low-cost quantum random number generators","Optica Publishing Group","Hajibaba and  S; Dadahkhani and  A; Madani and  SA","",o,,-1,2024-03-31 20:36:31,,,,
40690785,http://dx.doi.org/10,0,"Quantum dots; Water-soluble; The first excition absorption peak; Ion probe","High-quality water-soluble Ag-In-S/ZnS core/shell quantum dots have been successfully synthesized via a facile and green method, with mercaptosuccinic acid and sodium citrate as dual ligands in one pot. The fabricated quantum dots exhibit excellent optical characteristics, including photoluminescence quantum yield (PLQY) of up to 50%, and the obvious first excition absorption peak. The emission peak of Ag-In-S/ ZnS core/shell quantum dots can be tuned from 507 to 580 nm which covers the most of the visible light. Finally, the as-prepared Ag-In-S core quantum dots can be used directly in ion probe, achieved the direct visual inspection of Pb2+. (C) 2018 Elsevier B.V. All rights reserved.","Green and facile synthesis of high-quality water-soluble Ag-In-S/ZnS core/shell quantum dots with obvious bandgap and sub-bandgap excitations","ELSEVIER SCIENCE SA","Chen and  YY; Wang and  Q; Zha and  TY; Min and  JG; Gao and  JY; Zhou and  CH; Li and  JY; Zhao and  MD; Li and  SJ","",o,,-1,2024-03-31 20:36:33,,,,
40690786,http://dx.doi.org/10,0,"BOXES","Vertical-emitting AlAs/GaAs microcavity pillars with a type of GaInAs quantum dots within a one lambda cavity have been realized based on high reflectivity distributed Bragg reflectors. High-quality factors were achieved due to an improved fabrication technology with a maximum quality factor of 27 700 for a micropillar with a diameter of 4 mu m. The dot dimensions could be enlarged by one order of magnitude using a low strain Ga0.7In0.3As nucleation layer. (C) 2005 American Institute of Physics.","Semiconductor quantum dot microcavity pillars with high-quality factors and enlarged dot dimensions -: art. no. 111105","AMER INST PHYSICS","L??ffler and  A; Reithmaier and  JP; Sek and  G; Hofmann and  C; Reitzenstein and  S; Kamp and  M; Forchel and  A","",o,,-1,2024-03-31 20:36:41,,,,
40690787,https://www.scopus.c,0,"Computational enzymology; Conformational sampling; Free energy simulations; QM/MM; Reaction coordinates","In this review we give an overview of the field of Computational enzymology. We start by describing the birth of the field, with emphasis on the work of the 2013 chemistry Nobel Laureates. We then present key features of the state-of-the-art in the field, showing what theory, accompanied by experiments, has taught us so far about enzymes. We also briefly describe computational methods, such as quantum mechanics-molecular mechanics approaches, reaction coordinate treatment, and free energy simulation approaches. We finalize by discussing open questions and challenges. ?? 2014, Elsevier Inc. All rights reserved.","Challenges in computational studies of enzyme structure, function and dynamics","Scopus: J. Mol. Graph. Model.ArticleFinal","Carvalho and  Alexandra T.P. (55953758600); Barrozo and  Alexandre (55429039100); Doron and  Dvir (25824833900); Vardi Kilshtain and  Alexandra (6505970283); Major and  Dan Thomas (7005985479); Kamerlin and  Shina Caroline Lynn (13610758000)","",o,,0,2024-03-31 20:37:12,,,,
40690788,https://www.scopus.c,0,"Light-emitting diodes; Quantum dots","We fabricated the colloidal quantum-dot light-emitting diodes (QDLEDs) with the HfO2/SiO2-distributed Bragg reflector (DBR) structure using a pulsed spray coating method. Moreover, pixelated RGB arrays, 2-in. wafer-scale white light emission, and an integrated small footprint white light device were demonstrated. The experimental results showed that the intensity of red, blue, and green (RGB) emissions exhibited considerable enhancement because of the high reflectivity in the UV region by the DBR structure, which subsequently increased the use in the UV optical pumping of RGB QDs. In this experiment, a pulsed spray coating method was crucial in providing uniform RGB layers, and the polydimethylsiloxane (PDMS) film was used as the interface layer between each RGB color to avoid crosscontamination and self-assembly of QDs. Furthermore, the chromaticity coordinates of QDLEDs with the DBR structure remained constant under various pumping powers in the large area sample, whereas a larger shift toward high color temperatures was observed in the integrated device. The resulting color gamut of the proposed QDLEDs covered an area 1.2 times larger than that of the NTSC standard, which is favorable for the next generation of high-quality display technology. ?? 2013 SPIE.","High-quality quantum-dot-based full-color display technology by pulsed spray method","Scopus: Proc SPIE Int Soc Opt EngConference paperFinal","Chena and  Kuo-Ju (55750138700); Chen and  Hsin-Chu (55140966000); Tsai and  Kai-An (55507368600); Lin and  Chien-Chung (36612099700); Tsai and  Hsin-Han (55175055600); Chien and  Shih-Hsuan (55532354600); Cheng and  Bo-Siao (26636296800); Hsu and  Yung-Jung (57154858400); Shih and  Min-Hsiung (56709254900); Kuo and  Hao-Chung (55510917700)","",o,,-1,2024-03-31 20:37:14,,,,
40690789,http://dx.doi.org/10,0,"VAPOR-PHASE EPITAXY; TEMPERATURE; HETEROSTRUCTURES; SEGREGATION; LASERS; MBE","Compressive-strained InAlGaAs quantum wells (QWs) were grown on GaAs substrates by metal organic chemical vapor deposition (MOCVD). The influences of reactor pressure, V/III ratio, growth temperature, and substrate orientation on the quality of InAlGaAs QWs were studied using high resolution X-ray diffraction (HR-XRD), photoluminescence (PL) and atomic force microscope (AFM) measurements. The PL results indicate that the PL intensity and full width at the half-maximum (FWHM) of QWs are very sensitive to the growth conditions such as reactor pressure, growth temperature, and substrate orientation. The AFM results demonstrate that the growth mode of epilayer is dominated by the orientation of substrate. The growth mode of samples grown on 0.5 degrees miscut and 2 degrees miscut substrates is step flow and step bunching, respectively. The samples grown on 0.5 degrees miscut substrates have higher PL intensity comparison with the samples grown on 2 degrees miscut substrates at the same growth conditions. The PL and AFM results of sample grown at 700 degrees C and a pressure of 50mbar with a V/III ratio of 100 indicated that these growth parameters are close to the optimum growth conditions for InAlGaAs QWs.","Influence of growth conditions on the quality of strained InAlGaAs/AlGaAs quantum wells grown by MOCVD","SPRINGER HEIDELBERG","Zhao and  YM; Huang and  J; Sun and  YR; Yu and  SZ; Li and  KL; Dong and  JR","",o,,-1,2024-03-31 20:37:21,,,,
40690790,https%3A%2F%2Fwww.we,0,"","We report single longitudinal mode, T > 300K operation of MOVPE-grown InGaAs/AlInAs DFB quantum cascade lasers. Structural investigation indicates the epitaxial quality of the active region to be equivalent to high performing MBE grown structures.","Single mode performance and structural quality of MOVPE grown InP based quantum cascade lasers","IEEE","Green and  RP; Wilson and  LR; Revin and  DG; Zibik and  EA; Cockburn and  JW; Offermans and  P; Koenraad and  PM; Wolter and  JH; Pf??gl and  C; Schrenk and  W; Strasser and  G; Tey and  CM; Krysa and  AB; Roberts and  JS; Cullis and  AG","",o,,-1,2024-03-31 20:37:25,,,,
40690791,http://dx.doi.org/10,0,"MU-M; STRAIN RELIEF; GAAS; LASERS; OPERATION; INGAAS; SI; SUPERLATTICES; TEMPERATURE; MODULATION","Strong enhancement of optical quality in quantum wells by incorporating nitrogen in metamorphic InGaAs buffers grown on GaAs substrates is demonstrated. This has resulted in 3.7 or 5.4 times enhancement of photoluminescence intensity from the metamorphic quantum wells when using dilute nitride superlattice alone or adding nitrogen in a strain compensated GaAs/In(0.3)Al(0.7)As superlattice, respectively. This study shows great potentials by incorporating N in metamorphic buffers to further improve the quality of metamorphic optoelectronic devices. (C) 2010 American Institute of Physics. [doi:10.1063/1.3483839]","Enhancement of optical quality in metamorphic quantum wells using dilute nitride buffers","AMER INST PHYSICS","Song and  YX; Wang and  SM; Lai and  ZH; Sadeghi and  M","",o,,-1,2024-03-31 20:37:28,,,,
40690792,http://dx.doi.org/10,0,"DIODES","This paper reports an investigation of a variety of (InGa)N/GaN multi-quantum-well (MQW) samples grown by metalorganic vapor phase epitaxy on sapphire substrates. Dynamical scattering theory has been used to simulate the x-ray diffraction profiles so as to model the structures and to assess the quality of the grown interfaces. There is good agreement between the theoretical predictions and the experimental data. A systematic comparison of a set of ten-period MQWs with different well widths is also reported together with a discussion of the comparison between a single quantum well (QW) with five- and ten-period MQWs all with the same well and barrier widths and alloy composition. The well and barrier widths deduced from the x-ray measurements agree within experimental error with those predicted from the growth parameters, however, the In content of the wells appears to be substantially lower than that expected. This is discussed in terms of a carbon incorporation model. Tn the better samples, the (InGa)N/GaN interface is good to within a few monolayers-this is comparable with the best that can be achieved in (AlGa)As/GaAs QWs. (C) 2000 American Vacuum Society. [S0734-211X(00)08704-7].","X-ray studies of group III-nitride quantum wells with high quality interfaces","AMER INST PHYSICS","Fewster and  PF; Andrew and  NL; Hughes and  OH; Staddon and  C; Foxon and  CT; Bell and  A; Cheng and  TS; Wang and  T; Sakai and  S; Jacobs and  K; Moerman and  I","",o,,-1,2024-03-31 20:37:32,,,,
40690793,http://dx.doi.org/10,0,"AQUEOUS SYNTHESIS; CDTE NANOCRYSTALS; CDHGTE NANOCRYSTALS; LUMINESCENT; FLUORESCENCE; NANOPARTICLES; GLUCOSE; BRIGHT; ROUTE; RED","A facile method is developed for the preparation of high-quality, water- soluble, and near-infrared (NIR)-emitting CdSeTe alloyed quantum dots (AQdots) with L-cysteine as the capping agent. By changing the size and the composition of AQdots the photoluminescent quantum yield (QY) can reach as high as 53% and the emission color can be tuned between visible and NIR regions (580-814 nm). Furthermore, the prepared NIR-emitting AQdots have been successfully applied for HL-60 cell imaging and glucose and cholesterol assay, which demonstrates the great potential of the AQdots for biological applications.","Preparation and bioapplication of high-quality, water-soluble, biocompatible, and near-infrared-emitting CdSeTe alloyed quantum dots","IOP PUBLISHING LTD","Liang and  GX; Gu and  MM; Zhang and  JR; Zhu and  JJ","",o,,-1,2024-03-31 20:37:37,,,,
40690794,http://dx.doi.org/10,0,"color rendering index; hexachromatic white; pentachromatic white; sunlike; quantum dot light-emitting diodes; white QLEDs","Although it is demanded for general lighting sources to have high color rendition qualities close to natural daylight, it is difficult to make sunlike artificial illuminants due to limited tunability of phosphors and complicated fabrication processes. On the contrary, white-emitting quantum dot (QD) light-emitting diodes (QLEDs) can be easily produced by mixing several colors of QDs in a single emitting layer (EML). In this work, sunlike white QLEDs showing high color rendition qualities are demonstrated by incorporating five (red, yellow, green, cyan, and blue) or six (additional violet) primary colors of QDs in the EML. Based on the simulation and optimization of the multichromatic spectra, the pentachromatic and hexachromatic white QLEDs exhibit the superb color rendering index of 96-98, the color quality scales of 95-97, and the spectral similarity index of up to 86, with tunable correlated color temperatures from daylight to overcast sky. The Forster resonant energy transfers between six colors of QDs are also investigated with time-resolved photoluminescence spectroscopy. The analysis of the pentachromatic and hexachromatic white QLEDs with the sunlike spectra suggests that white QLEDs can be a promising candidate for next-generation solid-state lighting devices.","Sunlike White Quantum Dot Light-Emitting Diodes with High Color Rendition Quality","WILEY-V C H VERLAG GMBH","Hong and  A; Kim and  J; Kwak and  J","",o,,-1,2024-03-31 20:37:42,,,,
